Nome aceito,Cidade,Estado,País,Latitude,Longitude
Floscopa glabrata, km 13,,Paraná,Brazil,
Floscopa glabrata,,Distrito Federal,Brazil,,
Floscopa glabrata, Guaribas,Crato,Ceará,Brasil, -7.23416996002197
Floscopa glabrata, Guaribas, na margem da nascente,Crato,Ceará,Brasil
Floscopa glabrata,S. Angelo,RS,Brasil,,
Floscopa glabrata, próximo a casa do cacique, nascente do córrego Guanadi,Aquidauana,Mato Grosso do Sul,Brasil
Floscopa glabrata,,Minas Gerais,Brasil,,
Floscopa glabrata,Nonoai,RS,Brasil, -27.3617000579834, -52.7714004516602
Floscopa glabrata,Antonina,PR,Brasil, -25.4286003112793, -48.7118988037109
Floscopa glabrata,,São Paulo,Brasil,,
Floscopa glabrata,Rio de Contas,Bahia,Brasil, -13.5789003372192, -41.8114013671875
Floscopa glabrata, A 1 Km do trevo do Jardim Olinda, lagoa às margens do rio, Sob a ponte.,Teodoro Sampaio,São Paulo
Floscopa glabrata, brejo.,,São Paulo,Brasil,
Floscopa glabrata,Cidreira,Rio Grande do Sul,Brasil, -30.1811008453369, -50.2056007385254
Floscopa glabrata, ca. 7km N. of São João da Chapada, road to Inhaí,,Minas Gerais,Brasil
Floscopa glabrata, medrando no curso de um regato.,Ubajara,Ceará,Brasil, -3.85443997383118
Floscopa glabrata, km 125 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Crescendo à margem da água corrente do Córrego, em terreno arenoso-pedregoso,Santana do Riacho,Minas Gerais,Brasil
Floscopa glabrata,Formoso,Minas Gerais,Brasil, -15.318333, -45.985833
Floscopa glabrata, Km 04 Ribeira de Fora.,Itamaraju,Bahia,Brasil, -17.0391998291016
Floscopa glabrata,Giruá,RS,Brasil, -28.028299331665, -54.3497009277344
Floscopa glabrata,Rio Paranaíba,Minas Gerais,Brasil, -19.1935997009277, -46.247200012207
Floscopa glabrata, alto candeias, se of ariquemes,Ariquemes,Rondônia,Brazil
Floscopa glabrata,,Paraná,Brazil,,
Floscopa glabrata,,,Brasil,,
Floscopa glabrata, nas proximidades da Ponto do Coronel.,Rio de Contas,Bahia,Brasil, -13.493889
Floscopa glabrata,Santo Ângelo,RS,Brasil, -28.2992000579834, -54.2630996704102
Floscopa glabrata, 70 km SW of Guarapuava, in moist border zone of marsh.,,Paraná,Brazil
Floscopa glabrata, no sentido Pirassununga-Analândia;,Pirassununga,São Paulo,Brasil, -21.9899997711182
Floscopa glabrata,Jundiaí do Sul,Paraná,Brazil, -23.4367008209229, -50.247501373291
Floscopa glabrata,,Minas Gerais,Brazil,,
Floscopa glabrata, trilha às margens do rio Timbuí,Santa Teresa,Espírito Santo,Brasil, -19.9356002807617
Floscopa glabrata,Bom Jesus,Rio Grande do Sul,Brasil, -28.558459, -50.388347
Floscopa glabrata,São Paulo,São Paulo,Brasil, -23.5400009155273, -46.6300010681152
Floscopa glabrata,,Rio Grande do Sul,Brazil,,
Floscopa glabrata, córrego Vicente Pires,Brasília,Distrito Federal,Brasil, -15.7797002792358
Floscopa glabrata,Guaíba,RS,Brasil, -30.113899230957, -51.3250007629395
Floscopa glabrata,Curitiba,Paraná,Brazil, -25.4277992248535, -49.2731018066406
Floscopa glabrata,,,Brazil,,
Floscopa glabrata, and locality data should be confirmed from individual specimens],,Minas Gerais,Brazil,
Floscopa glabrata,,Goiás,Brasil,,
Floscopa glabrata,Granjeiro,Ceará,Brasil, -6.88832998275757, -39.2178001403809
Floscopa glabrata,Ubajara,Ceará,Brasil, -3.85443997383118, -40.9211006164551
Floscopa glabrata,Santa Maria,RS,Brasil, -29.6842002868652, -53.8069000244141
Floscopa glabrata, à margem da MG 010. 1262m alt.,Santana do Riacho,Minas Gerais,Brasil, -19.271667
Floscopa glabrata, Vereda (fundo - lado esquerdo).,Uberlândia,Minas Gerais,Brazil, -18.9186000823975
Floscopa glabrata, no anel viário, sentido Três Lagoas, Sidrolândia, 8 km do trevo.,Campo Grande
Floscopa glabrata,Embu,São Paulo,Brasil, -23.6399993896484, -46.8499984741211
Floscopa glabrata,,,Argentina,,
Floscopa glabrata,,Minas Gerais,Brazil,,
Floscopa glabrata,Três Lagoas,Mato Grosso do Sul,Brasil, -20.58175, -51.61
Floscopa glabrata,Crato,Ceará,Brasil, -7.23416996002197, -39.4094009399414
Floscopa glabrata,Rio de Contas,Bahia,Brazil, -13.531667, -41.8625
Lasiacis procerrima, 10 Km north of Florencia along road to Neiva; growing in open, burned-over clearing near road.,,Caquetá,Colômbia
Lasiacis procerrima,,Amazonas,Brasil,,
Lasiacis procerrima,,,Brasil,,
Lasiacis procerrima,,Amazonas,Brasil,,
Lasiacis procerrima,,Roraima,Brazil, 2.7, -63.55
Lasiacis procerrima, at mouth of Rio Uaupés.,,Amazonas,Brasil,
Lasiacis procerrima,,Roraima,Brasil,,
Lasiacis procerrima, 10 km S of Granada.,,Granada,Nicarágua, 11.833333
Lasiacis procerrima, SEMA Estação., 2nd growth in front of Estação.,Alto Alegre,Roraima,Brasil
Lasiacis procerrima, near Fort San Lorenzo. Roadside.,,,Panama,
Lasiacis procerrima, South of Mission Station. Savanna forest margin on slopes. Trailing over vegetation.,Alto Alegre,Roraima,Brasil, 2.7
Lasiacis procerrima,,Amazonas,Brasil, -0.3970496, -65.0024557
Lasiacis procerrima, Fóz do caiarí, tapera indígena.,,Amazonas,Brasil
Lasiacis procerrima,,Amazonas,Brasil,,
Lasiacis procerrima,,Amazonas,Brasil,,
Lasiacis procerrima, Serra de São Gabriel,,Amazonas,Brasil,
Lasiacis procerrima, Km 44. EEST, Estrada Manaus-Caracaraí, Reserva Biológica do INPA. Capoeira, solo argiloso.,Manaus
Lasiacis procerrima, Lago do Castanho, Careiro.,Careiro,Amazonas,Brasil
Lasiacis procerrima, Road from Tapuruquara to airport.,Santa Isabel do Rio Negro,Amazonas,Brasil, -0.413889
Byttneria ramosissima,,,BRAZIL, -10.8339, -52.8731
Byttneria ramosissima, Rodovia Everaldo Martins (que liga a sede do Município de Santarém ao distrito de Alter do Chão), km 20. São Pedro-Santa Rosa.,Santarém,Pará,Brasil
Byttneria ramosissima,Vila Bela Da Sant. Trindade,Mato Grosso,Brazil,,
Byttneria ramosissima,Edéia,Goiás,Brasil, -17.4118, -50.0504
Byttneria ramosissima,,,?,,
Byttneria ramosissima,Araraquara,São Paulo,Brasil, -21.7900009155273, -48.1699981689453
Byttneria ramosissima, Seção de Solos 279,,,Brasil,
Byttneria ramosissima,Jataí,Goiás,Brazil, -17.8813991546631, -51.7144012451172
Byttneria ramosissima,,Goiás,Brazil,,
Byttneria ramosissima,Vila Bela Da Santíssima Trinda,Mato Grosso,Brazil,,
Byttneria ramosissima,,,Brazil, -12.81666, -51.76666
Byttneria ramosissima,,,Brazil, -10.77305556, -53.08972222
Byttneria ramosissima,,Goiás,Brazil,,
Byttneria ramosissima,Rio de Janeiro,Rio de Janeiro,Brasil, -22.9027996063232, -43.2075004577637
Byttneria ramosissima, in provincia Mato Grosso prope Cuyaba,Cuiabá,Mato Grosso,Brazil, -15.583333
Byttneria ramosissima, Mun. Jatai,,Goiás,Brazil,
Byttneria ramosissima, entre os Municípios de Edéia e Porteirão. Reserva legal da Fazenda Canadá,Edéia,Goiás,Brasil, -17.721389
Byttneria ramosissima, solo arenoso, encharcado.,Itirapina,São Paulo,Brazil
Byttneria ramosissima, 85 km from [Nova] Xavantina.,Nova Xavantina,Mato Grosso,Brasil, -14.6733
Byttneria ramosissima, 85 km from [Nova] Xavantina.,Nova Xavantina,Mato Grosso,Brasil, -14.6733
Byttneria ramosissima,,Goiás,Brazil,,
Byttneria ramosissima,,,?,,
Byttneria ramosissima,Cuiabá ,Mato Grosso,Brazil, -15.5961, -56.0967
Byttneria ramosissima,,Mato Grosso,Brasil, -12.82, -51.77
Sagittaria lancifolia,Aracruz,Espírito Santo,Brasil, -19, -40
Sagittaria lancifolia,LINHARES,ES,BRASIL, -19.3910999298096, -40.0722007751465
Sagittaria lancifolia,,ParÃ¡,Brazil, -4, -53
Sagittaria lancifolia,,AmapÃ¡,Brasil, 1.75, -50.97
Sagittaria lancifolia,Valença,Bahia,Brasil, -13.3703002929688, -39.0731010437012
Sagittaria lancifolia,Guarapari,Espírito Santo,Brasil, -20.6580009460449, -40.5110015869141
Sagittaria lancifolia,,Bahia,Brasil, -17.48, -39.22
Sagittaria lancifolia,VALENÇA,Bahia,Brasil, -13.3703002929688, -39.0731010437012
Sagittaria lancifolia, Restinga.,Linhares,Espírito Santo,Brasil, -19.3910999298096
Sagittaria lancifolia,,,Brasil,,
Sagittaria lancifolia,Tramandaí,RS,Brasil, -29.9846992492676, -50.1335983276367
Sagittaria lancifolia, pelo litoral,Alcobaça,Bahia,Brasil, -17.5193996429443
Sagittaria lancifolia,,Rio de Janeiro,Brasil,,
Sagittaria lancifolia,Macaé,Rio de Janeiro,Brasil, -22.3708000183105, -41.7868995666504
Sagittaria lancifolia,Japaratuba,Sergipe,Brasil, -10.593333, -36.94
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Carapebus,Rio de Janeiro,Brasil, -22.1872005462646, -41.6610984802246
Sagittaria lancifolia,VALENÇA,Bahia,Brasil, -13.365833, -38.976667
Sagittaria lancifolia,Linhares,Espírito Santo,Brasil, -19.3910999298096, -40.0722007751465
Sagittaria lancifolia,,,?,,
Sagittaria lancifolia,Carapebus,Rio de Janeiro,Brasil, -22.1872005462646, -41.6610984802246
Sagittaria lancifolia,Nova Viçosa,Bahia,Brazil, -17.8918991088867, -39.371898651123
Sagittaria lancifolia,,,?,,
Sagittaria lancifolia,Estância,Sergipe,Brasil, -11.268611, -37.438056
Sagittaria lancifolia,Quissamã,Rio de Janeiro,Brasil, -22.1067008972168, -41.4721984863281
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Feliz Deserto,Alagoas,Brasil, -10.2918996810913, -36.3060989379883
Sagittaria lancifolia,Pirambu,Sergipe,Brasil, -10.737778, -36.855833
Sagittaria lancifolia, Lagoa Paulista,Carapebus,Rio de Janeiro,Brasil, -22.1872005462646
Sagittaria lancifolia,Alcobaça,Bahia,Brazil, -17.483333, -39.216667
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Campos dos Goytacazes,Rio de Janeiro,Brasil, -21.7541999816895, -41.3244018554688
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9527778, -42.8838889
Sagittaria lancifolia,ValenÃ§a,Bahia,Brasil, -13.3658333, -38.9766667
Sagittaria lancifolia, Laguna El vapor orilla oeste.,El Carmen,Campeche,Mexico, 18.35
Sagittaria lancifolia,Rio de Janeiro,Rio de Janeiro,Brasil, -22.9027996063232, -43.2075004577637
Sagittaria lancifolia, estrada Posse (GO)- Jaborandi.,Jaborandi,Bahia,Brasil, -14.145833
Sagittaria lancifolia,Macaé,Rio de Janeiro,Brasil, -22.3708000183105, -41.7868995666504
Sagittaria lancifolia, Lagoa Paulista,Carapebus,Rio de Janeiro,Brasil, -22.1872005462646
Sagittaria lancifolia,Feliz Deserto,Alagoas,Brasil, -10.304167, -36.386944
Sagittaria lancifolia,Tramandaí,RS,Brasil, -29.9846992492676, -50.1335983276367
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia, Morada do Sol. brejo herbáceo.,Vila Velha,Espírito Santo,Brasil, -20.3297004699707
Sagittaria lancifolia,Rio de Janeiro,Rio de Janeiro,Brasil, -22.9027996063232, -43.2075004577637
Sagittaria lancifolia, 12 km N of Alcobaça.,,Bahia,Brasil, -17.483333
Sagittaria lancifolia,Guarapari,Espírito Santo,Brasil, -20.6580009460449, -40.5110015869141
Sagittaria lancifolia,,Rio de Janeiro,Brasil,,
Sagittaria lancifolia, lagoa de Cabiúnas. Coletada a margem de uma lagoa,Macaé,Rio de Janeiro,Brasil, -22.3708000183105
Sagittaria lancifolia, Nova Xavantina-Cachimbo,,Mato Grosso,Brasil,
Sagittaria lancifolia, Restinga.,Aracruz,Espírito Santo,Brasil, -19.8202991485596
Sagittaria lancifolia,PRESIDENTE KENNEDY,ES,BRASIL, -21.0988998413086, -41.0466995239258
Sagittaria lancifolia,Rio de Janeiro,RJ,Brasil, -22.9027996063232, -43.2075004577637
Sagittaria lancifolia, no final da estrada.,LINHARES,ES,BRASIL, -19.3910999298096
Sagittaria lancifolia,Brasília,Distrito Federal,Brasil, -15.7797002792358, -47.9296989440918
Sagittaria lancifolia,NIQUELANDIA,GO,Brasil, -14.4738998413086, -48.4597015380859
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,,,Brazil,,
Sagittaria lancifolia,Valença,Bahia,Brazil, -13.3703002929688, -39.0731010437012
Sagittaria lancifolia, Na entrada do Sítio do Conde,Conde,Bahia,Brazil, -11.8
Sagittaria lancifolia,Pirambu,Sergipe,Brasil, -10.737778, -36.855833
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Viamão,RS,Brasil, -30.071111, -51.021389
Sagittaria lancifolia, Lagoa Paulista,Carapebus,Rio de Janeiro,Brasil, -22.1872005462646
Sagittaria lancifolia, Lagoa Paulista,Carapebus,Rio de Janeiro,Brasil, -22.1872005462646
Sagittaria lancifolia,ALCOBAÇA,Bahia,Brasil, -17.483333, -39.216667
Sagittaria lancifolia,São Cristóvão,Sergipe,Brasil, -11.014722, -37.206389
Sagittaria lancifolia,Macaé,Rio de Janeiro,Brasil, -22.3708000183105, -41.7868995666504
Sagittaria lancifolia,Rio de Janeiro,Rio de Janeiro,Brasil, -22.975556, -42.904444
Sagittaria lancifolia,Tramandaí,RS,Brasil, -29.9846992492676, -50.1335983276367
Sagittaria lancifolia,Macaé,Rio de Janeiro,Brasil, -22.3708000183105, -41.7868995666504
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Linhares,Espírito Santo,Brasil, -19.3910999298096, -40.0722007751465
Sagittaria lancifolia,Maricá,Rio de Janeiro,Brasil, -22.9193992614746, -42.8185997009277
Sagittaria lancifolia,Macaé,Rio de Janeiro,Brasil, -22.3708000183105, -41.7868995666504
Sagittaria lancifolia,VALENÇA,Bahia,Brasil, -13.3703002929688, -39.0731010437012
Sagittaria lancifolia,Rio de Janeiro,RJ,Brasil, -22.9027996063232, -43.2075004577637
Sagittaria lancifolia,Rio de Janeiro,Rio de Janeiro,Brasil, -22.9027996063232, -43.2075004577637
Sagittaria lancifolia,,ParÃ¡,Brasil,,
Sagittaria lancifolia, fazenda Só Frango, ao lado da fazenda Itapeti.,BRASILIA,DF,Brasil
Sagittaria lancifolia, Restinga.,Guarapari,Espírito Santo,Brasil, -20.6580009460449
Sagittaria lancifolia,Linhares,Espírito Santo,Brasil, -19, -40
Sagittaria lancifolia,Macaé,Rio de Janeiro,Brasil, -22.3708000183105, -41.7868995666504
Sagittaria lancifolia,,Rio de Janeiro,Brasil,,
Sagittaria lancifolia,,,Brasil,,
Sagittaria lancifolia,LINHARES,ES,BRASIL, -19.3910999298096, -40.0722007751465
Sagittaria lancifolia, 3Km ao W.,VALENÇA,Bahia,Brasil, -13.3703002929688
Sagittaria lancifolia,BaÃ­a da TraiÃ§ao,ParaÃ­ba,Brasil, -6.695913, -34.940962
Sagittaria lancifolia,,Bahia,Brazil, -13.3658333, -38.9766667
Sagittaria lancifolia,Pirambu,Sergipe,Brasil, -10.737778, -36.855833
Sagittaria lancifolia,Quissamã,Rio de Janeiro,Brasil, -22.1067008972168, -41.4721984863281
Sagittaria lancifolia, estrada de terra da BR - 153 para vila Água Branca. Cerca de 8 km da BR.,URUACU,GO,Brasil, -14.366666
Sagittaria lancifolia,Barra do Garças,Mato Grosso,Brasil, -12.85, -51.75
Sagittaria lancifolia, Lagoa Paulista,Quissamã,Rio de Janeiro,Brasil, -22.1067008972168
Sagittaria lancifolia,,AmapÃ¡,Brasil, 1.75, -50.97
Sagittaria lancifolia,Ilha das Flores,Sergipe,Brasil, -10.436667, -36.54
Sagittaria lancifolia, Fazenda São José de Formosa.,Corumbá,Mato Grosso do Sul,Brasil, -19.0091991424561
Sagittaria lancifolia,Linhares,Espírito Santo,Brasil, -19.3910999298096, -40.0722007751465
Schultesia guianensis,Serrinha,Bahia,Brasil, -12.628611, -39.0675
Schultesia guianensis,Gouveia,Minas Gerais,Brasil, -18.4543991088867, -43.7407989501953
Schultesia guianensis,SÃO FELIPE,Bahia,Brasil, -12.8472003936768, -39.0894012451172
Schultesia guianensis,Correntes,Pernambuco,Brasil, -9.2177, -36.3576
Schultesia guianensis,Abaíra,Bahia,Brasil, -13.283333, -41.883333
Schultesia guianensis,Pirenópolis,Goiás,Brasil, -15.852499961853, -48.9592018127441
Schultesia guianensis,Serrita,Pernambuco,Brasil, -7.93333005905151, -39.2957992553711
Schultesia guianensis, Estrada para Sacramento, próximo ao córrego dos Passageiros.,São Roque de Minas,Minas Gerais,Brasil
Schultesia guianensis,ALTO PARAISO DE GOIAS,GO,Brasil, -14.1324996948242, -47.5099983215332
Schultesia guianensis, Povoado Lagoa Redonda,Pirambu,Sergipe,Brasil, -10.737778
Schultesia guianensis, argilo-arenoso.,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328
Schultesia guianensis,Monte Alegre,Pará,Brasil, -2.00778007507324, -54.0691986083984
Schultesia guianensis,Juazeiro,Bahia,Brasil, -9.744444, -40.6775
Schultesia guianensis,,,Brasil,,
Schultesia guianensis, BA-052 p/ Mundo Novo, prox. Rio do Ferro Doido.,MORRO DO CHAPÉU,Bahia,Brasil
Schultesia guianensis, CÃ³rrego das MoÃ§as, brejo herbÃ¡ceo.,ConceiÃ§Ã£o da Barra,EspÃ­rito Santo,Brasil
Schultesia guianensis,Serro,Minas Gerais,Brasil, -18.604700088501, -43.3793983459473
Schultesia guianensis,Feira de Santana,Bahia,Brasil, -12.25, -38.966667
Schultesia guianensis,Feira de Santana,Bahia,Brasil, -12.2666997909546, -38.9667015075684
Schultesia guianensis,Tutóia,Maranhão,Brasil, -2.731944, -42.183611
Schultesia guianensis,Mamanguape,Paraíba,Brasil, -6.83861017227173, -35.1260986328125
Schultesia guianensis,Andaraí,Bahia,Brasil, -12.764722, -41.312778
Schultesia guianensis, foothills of Serra da Lua.,,Roraima,Brasil, 2.416667
Schultesia guianensis,Rio de Contas,Bahia,Brasil, -13.517778, -41.943611
Schultesia guianensis, perto da estrada,Cristalina,Goiás,Brasil, -17
Schultesia guianensis,Monsenhor Gil,Piauí,Brasil, -5.56416988372803, -42.6077995300293
Schultesia guianensis,Rio de Janeiro,Rio de Janeiro,Brasil, -22.9027996063232, -43.2075004577637
Schultesia guianensis,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697, -43.5080986022949
Schultesia guianensis,,Rio de Janeiro,Brasil,,
Schultesia guianensis, 8Km da Usina Camaragibe.,Matriz do Camaragibe,Alagoas,Brasil, -9.201389
Schultesia guianensis,Itabaiana,Sergipe,Brasil, -10.4107, -37.253
Schultesia guianensis,Marapanim,Pará,Brasil, -0.7175, -47.6997
Schultesia guianensis,Cajueiro da praia,Piauí,Brasil, -2.927778, -41.335833
Schultesia guianensis,Rio de Janeiro,Rio de Janeiro,Brasil, -22.9027996063232, -43.2075004577637
Schultesia guianensis, Vila Macacos. Parque Nacional das Sempre Vivas,Diamantina,Minas Gerais,Brasil, -17.903611
Schultesia guianensis,Alagoinha,Pernambuco,Brasil, -8.46638965606689, -36.7757987976074
Schultesia guianensis, lado direito, nas imediações de uma lagoa.,Serrita,Pernambuco,Brasil
Schultesia guianensis,Parnaíba,Piauí,Brasil, -2.90472006797791, -41.7766990661621
Schultesia guianensis,Serrano do Maranhão,Maranhão,Brasil, -1.637389, -44.873472
Schultesia guianensis, Km 107.,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328
Schultesia guianensis, ca. 25 km N of Alto Paraíso,Alto Paraíso de Goiás,Goiás,Brasil, -13.89074
Schultesia guianensis,Salvador,Bahia,Brasil, -12.966667, -38.5
Schultesia guianensis,Goiana,Pernambuco,Brasil, -7.56056022644043, -35.002498626709
Schultesia guianensis,Sinop,Mato Grosso,Brasil, -11.539444, -55.3925
Schultesia guianensis, Rio Tocantins. Itupiranga, along Rio Tocantins.,,Pará,Brasil
Schultesia guianensis,BLOQUEADO,Paraíba,Brasil,,
Schultesia guianensis, Riacho Mentirosos, Sítio Capivara, trecho lótico do rio contido por barragem.,Agrestina,Pernambuco
Schultesia guianensis, ca. 8 km south of Cavalcante,Cavalcante,GoiÃ¡s,Brasil, -13.87231
Schultesia guianensis, no pasto contínuo.,Quixadá,Ceará,Brasil, -4.97138977050781
Schultesia guianensis,,,,,
Schultesia guianensis,Fernando de Noronha,Pernambuco,Brasil, -3.869987, -32.439857
Schultesia guianensis,Corumbataí,São Paulo,Brasil, -22.2199993133545, -47.6199989318848
Schultesia guianensis,Brasília,Distrito Federal,Brasil, -15.866667, -47.85
Schultesia guianensis,Morro do Chapéu,Bahia,Brasil, -11.439444, -41.193333
Schultesia guianensis,,Goiás,Brasil,,
Schultesia guianensis, no km 4,4 da estrada Parnamirim.,Parnamirim,Pernambuco,Brasil
